test_id	method	method_key	configuration_id	configuration_label	is_primary	k	metric	perplexity	n_neighbors	min_dist	pre_pca_components	analysis_scope	variable	status	n	n_clusters	n_categories	test	statistic	chi_square_statistic	degrees_of_freedom	p_value	cramers_v	fisher_odds_ratio	min_expected_count	cells_expected_lt5	fraction_cells_expected_lt5	family	effect_size	effect_size_name	epsilon_squared	q_value	q_value_family	q_value_scope	q_value_family_scope
categorical::umap__metric-canberra__nn-15__mindist-0p1::center_code	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	center_code	ok	412	2	2.0	fisher_exact	0.7200527269731422	2.6990675892674973	1.0	0.11136690150377297	0.06425020554853883	0.7200527269731422	84.24757281553399	0.0	0.0	categorical	0.06425020554853883	cramers_v		0.14384381573048183	0.14511980350407408	0.1420953582329405	0.14330544016121208
categorical::umap__metric-canberra__nn-15__mindist-0p1::gender	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	gender	ok	412	2	2.0	fisher_exact	0.9378542510121457	0.09572709724743392	1.0	0.7567714246006665	0.0	0.9378542510121457	63.50970873786408	0.0	0.0	categorical	0.0	cramers_v		0.7956300343362591	0.7990491578185809	0.7984094672196852	0.8020180016134274
categorical::umap__metric-canberra__nn-15__mindist-0p1::race	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	race	ok	358	2	4.0	permutation_chi_square_5000	8.61689337237653	8.61689337237653	3.0	0.024795040991801638	0.12534025418719305		0.44692737430167595	2.0	0.25	categorical	0.12534025418719305	cramers_v		0.046398916512650414	0.0467816430444064	0.04630752715096404	0.046600433362284165
categorical::umap__metric-canberra__nn-15__mindist-0p1::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	ajcc_pathologic_tumor_stage	ok	388	2	11.0	permutation_chi_square_5000	18.646369622102377	18.646369622102377	10.0	0.03699260147970406	0.14924952129688782		0.845360824742268	4.0	0.18181818181818182	categorical	0.14924952129688782	cramers_v		0.06059388122375525	0.06119563833403998	0.060368777308368114	0.060908748482861576
categorical::umap__metric-canberra__nn-15__mindist-0p1::histological_type	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	histological_type	ok	410	2	7.0	chi_square	42.240267972903006	42.240267972903006	6.0	1.6484452990499377e-07	0.297609935730902		3.021951219512195	2.0	0.14285714285714285	categorical	0.297609935730902	cramers_v		9.441379546499898e-06	8.715119581384522e-06	9.473493082372347e-06	8.744762845266783e-06
categorical::umap__metric-canberra__nn-15__mindist-0p1::histological_grade	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	histological_grade	ok	412	2	4.0	chi_square	20.894492879511606	20.894492879511606	3.0	0.0001107232645140065	0.2086178563258031		3.8883495145631066	1.0	0.125	categorical	0.2086178563258031	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-canberra__nn-15__mindist-0p1::tumor_status	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	tumor_status	ok	369	2	2.0	fisher_exact	1.7391304347826086	6.433929333281622	1.0	0.012184167103681434	0.12148595427304631	1.7391304347826086	58.390243902439025	0.0	0.0	categorical	0.12148595427304631	cramers_v		0.0278267466283902	0.02794350220864918	0.027926951923048227	0.027947808496553116
categorical::umap__metric-canberra__nn-15__mindist-0p1::vital_status	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	vital_status	ok	411	2	2.0	fisher_exact	1.5913200723327305	5.1834606996335975	1.0	0.024814072567204984	0.10098353581842304	1.5913200723327305	68.86131386861314	0.0	0.0	categorical	0.10098353581842304	cramers_v		0.046398916512650414	0.0467816430444064	0.04630752715096404	0.046600433362284165
categorical::umap__metric-canberra__nn-15__mindist-0p1::OS	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	OS	ok	412	2	2.0	fisher_exact	1.6016533195556704	5.335101413375182	1.0	0.024593316619212494	0.10267343611261255	1.6016533195556704	68.69417475728156	0.0	0.0	categorical	0.10267343611261255	cramers_v		0.04619707869526384	0.04659786306798157	0.0461199849558337	0.046432181777073187
categorical::umap__metric-canberra__nn-15__mindist-0p1::DSS	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	DSS	ok	389	2	2.0	fisher_exact	1.633888888888889	4.346822858558157	1.0	0.04393653701364052	0.0928398986828037	1.633888888888889	42.20051413881748	0.0	0.0	categorical	0.0928398986828037	cramers_v		0.06799333084156084	0.06858645268078144	0.06749687160049549	0.06801834558330078
categorical::umap__metric-canberra__nn-15__mindist-0p1::DFI	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	DFI	ok	242	2	2.0	fisher_exact	1.8220779220779222	3.192073633809401	1.0	0.08814541980947509	0.09528210847471211	1.8220779220779222	17.768595041322314	0.0	0.0	categorical	0.09528210847471211	cramers_v		0.11834606364583622	0.11963723047749221	0.11717077468607869	0.11841927367193238
categorical::umap__metric-canberra__nn-15__mindist-0p1::PFI	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p1	metric=canberra, n_neighbors=15, min_dist=0.1	False	2	canberra		15.0	0.1		sensitivity	PFI	ok	412	2	2.0	fisher_exact	1.7592592592592593	7.114007451505783	1.0	0.008054096777248726	0.12194301391132026	1.7592592592592593	57.46116504854369	0.0	0.0	categorical	0.12194301391132026	cramers_v		0.021074457701491075	0.021068848316955144	0.021083591222354172	0.021041699329491133
categorical::umap__metric-canberra__nn-15__mindist-0p5::center_code	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	center_code	ok	412	2	2.0	fisher_exact	0.6079545454545454	6.209061957250107	1.0	0.013390331923722508	0.11255341732921824	0.6079545454545454	87.56067961165049	0.0	0.0	categorical	0.11255341732921824	cramers_v		0.029800765884588954	0.03003884550247542	0.029942812202609807	0.030096365085700114
categorical::umap__metric-canberra__nn-15__mindist-0p5::gender	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	gender	ok	412	2	2.0	fisher_exact	1.0003113325031132	2.2666211202970875e-06	1.0	1.0	0.0	1.0003113325031132	66.00728155339806	0.0	0.0	categorical	0.0	cramers_v		1.0	1.0	1.0	1.0
categorical::umap__metric-canberra__nn-15__mindist-0p5::race	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	race	ok	358	2	4.0	permutation_chi_square_5000	8.976176685117949	8.976176685117949	3.0	0.016996600679864027	0.12929262566071179		0.4664804469273743	2.0	0.25	categorical	0.12929262566071179	cramers_v		0.03569286142771446	0.03579228444004792	0.035814265718284916	0.03581426571828491
categorical::umap__metric-canberra__nn-15__mindist-0p5::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	ajcc_pathologic_tumor_stage	ok	388	2	11.0	permutation_chi_square_5000	19.05202744360292	19.05202744360292	10.0	0.03479304139172166	0.1527207845426329		0.8814432989690721	4.0	0.18181818181818182	categorical	0.1527207845426329	cramers_v		0.058154083469020484	0.0587132573485303	0.05801361466837068	0.05851181307681457
categorical::umap__metric-canberra__nn-15__mindist-0p5::histological_type	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	histological_type	ok	410	2	7.0	chi_square	38.84562544964571	38.84562544964571	6.0	7.673981081067652e-07	0.2833227219252226		3.1414634146341465	2.0	0.14285714285714285	categorical	0.2833227219252226	cramers_v		3.1424952526972034e-05	2.9007648486435722e-05	3.0978649943046784e-05	2.8595676870504724e-05
categorical::umap__metric-canberra__nn-15__mindist-0p5::histological_grade	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	histological_grade	ok	412	2	4.0	permutation_chi_square_5000	16.398145157367814	16.398145157367814	3.0	0.0007998400319936012	0.18050298176153673		4.04126213592233	2.0	0.25	categorical	0.18050298176153673	cramers_v		0.004456251606821493	0.004319136172765446	0.004477936529482424	0.004290051080692953
categorical::umap__metric-canberra__nn-15__mindist-0p5::tumor_status	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	tumor_status	ok	369	2	2.0	fisher_exact	1.67002688172043	5.542493352497603	1.0	0.022135147615632778	0.11106952244228195	1.67002688172043	60.19241192411924	0.0	0.0	categorical	0.11106952244228195	cramers_v		0.04245593886932844	0.042798392832272075	0.042444145552975855	0.04270213763451773
categorical::umap__metric-canberra__nn-15__mindist-0p5::vital_status	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	vital_status	ok	411	2	2.0	fisher_exact	1.7459459459459459	7.475532685083528	1.0	0.00804540356007703	0.12565081472002712	1.7459459459459459	71.56934306569343	0.0	0.0	categorical	0.12565081472002712	cramers_v		0.021074457701491075	0.021068848316955144	0.021083591222354172	0.021041699329491133
categorical::umap__metric-canberra__nn-15__mindist-0p5::OS	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	OS	ok	412	2	2.0	fisher_exact	1.7574324324324324	7.661842475313474	1.0	0.0061125726901305934	0.12729115626817344	1.7574324324324324	71.39563106796116	0.0	0.0	categorical	0.12729115626817344	cramers_v		0.01822969997522748	0.0180339092933455	0.018227524333745772	0.01797412964884662
categorical::umap__metric-canberra__nn-15__mindist-0p5::DSS	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	DSS	ok	389	2	2.0	fisher_exact	1.5232	3.195207014026056	1.0	0.07762180932922491	0.07517409791979177	1.5232	43.43444730077121	0.0	0.0	categorical	0.07517409791979177	cramers_v		0.10577747394448453	0.10688904891237529	0.10481677421745689	0.10588871099246866
categorical::umap__metric-canberra__nn-15__mindist-0p5::DFI	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	DFI	ok	242	2	2.0	fisher_exact	1.7468354430379747	2.757589655004224	1.0	0.12493317353765736	0.08529836498115077	1.7468354430379747	18.123966942148762	0.0	0.0	categorical	0.08529836498115077	cramers_v		0.1568443599696287	0.15836005730215313	0.15495403894017193	0.1564281871768955
categorical::umap__metric-canberra__nn-15__mindist-0p5::PFI	UMAP	umap	umap__metric-canberra__nn-15__mindist-0p5	metric=canberra, n_neighbors=15, min_dist=0.5	False	2	canberra		15.0	0.5		sensitivity	PFI	ok	412	2	2.0	fisher_exact	1.5845410628019323	4.741880613476615	1.0	0.034143511242689835	0.0953858811778647	1.5845410628019323	59.720873786407765	0.0	0.0	categorical	0.0953858811778647	cramers_v		0.05774061682508858	0.05835221217607494	0.05763990059131031	0.058194130404688287
categorical::umap__metric-canberra__nn-15__mindist-1::center_code	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	center_code	ok	412	2	2.0	fisher_exact	0.592871108437359	6.817735520442861	1.0	0.009884871904074596	0.1189505699623845	0.592871108437359	86.14077669902913	0.0	0.0	categorical	0.1189505699623845	cramers_v		0.02416629877443909	0.024106332772517405	0.02422267332404222	0.0241327217520166
categorical::umap__metric-canberra__nn-15__mindist-1::gender	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	gender	ok	412	2	2.0	fisher_exact	0.9554606467358145	0.0484711143605181	1.0	0.8365923993317526	0.0	0.9554606467358145	64.9368932038835	0.0	0.0	categorical	0.0	cramers_v		0.8696848974047406	0.8724493122089516	0.8719325807992093	0.8749003567719772
categorical::umap__metric-canberra__nn-15__mindist-1::race	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	race	ok	358	2	4.0	permutation_chi_square_5000	8.343855203815899	8.343855203815899	3.0	0.025994801039792043	0.12225121889634623		0.46089385474860334	2.0	0.25	categorical	0.12225121889634623	cramers_v		0.047734847649304225	0.04804906989262295	0.04769859425244138	0.04792791441711658
categorical::umap__metric-canberra__nn-15__mindist-1::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	ajcc_pathologic_tumor_stage	ok	388	2	11.0	permutation_chi_square_5000	15.186790132634053	15.186790132634053	10.0	0.1219756048790242	0.11548107218741271		0.865979381443299	4.0	0.18181818181818182	categorical	0.11548107218741271	cramers_v		0.15416361172210002	0.1557661440684836	0.15237017743031198	0.15393712701310006
categorical::umap__metric-canberra__nn-15__mindist-1::histological_type	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	histological_type	ok	410	2	7.0	chi_square	38.18399659821558	38.18399659821558	6.0	1.0340493020144437e-06	0.28045334841160874		3.0902439024390245	2.0	0.14285714285714285	categorical	0.28045334841160874	cramers_v		4.03279227785633e-05	3.722577487251997e-05	3.965579073225392e-05	3.660534529131131e-05
categorical::umap__metric-canberra__nn-15__mindist-1::histological_grade	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	histological_grade	ok	412	2	4.0	chi_square	17.990745462243048	17.990745462243048	3.0	0.00044178696687670994	0.1909353012903623		3.9757281553398056	1.0	0.125	categorical	0.1909353012903623	cramers_v		0.0028716152846986146	0.0026934753786999415	0.002896159005080654	0.002696423901281988
categorical::umap__metric-canberra__nn-15__mindist-1::tumor_status	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	tumor_status	ok	369	2	2.0	fisher_exact	1.6001644736842104	4.655997514973873	1.0	0.038043112933771626	0.0996366646719312	1.6001644736842104	59.111111111111114	0.0	0.0	categorical	0.0996366646719312	cramers_v		0.06206635357123299	0.06265924483209445	0.061820058517378894	0.0623484350859035
categorical::umap__metric-canberra__nn-15__mindist-1::vital_status	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	vital_status	ok	411	2	2.0	fisher_exact	1.76	7.679609712196013	1.0	0.00601790757426407	0.12761613944743921	1.76	70.4087591240876	0.0	0.0	categorical	0.12761613944743921	cramers_v		0.01822969997522748	0.0180339092933455	0.018227524333745772	0.01797412964884662
categorical::umap__metric-canberra__nn-15__mindist-1::OS	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	OS	ok	412	2	2.0	fisher_exact	1.7714285714285714	7.865864563086095	1.0	0.005922080181196625	0.1292263344264039	1.7714285714285714	70.2378640776699	0.0	0.0	categorical	0.1292263344264039	cramers_v		0.018165481904119984	0.017908370467938597	0.018227524333745772	0.017918088753364148
categorical::umap__metric-canberra__nn-15__mindist-1::DSS	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	DSS	ok	389	2	2.0	fisher_exact	1.502297631671969	2.9892279945620928	1.0	0.09764702850159784	0.07155604593712898	1.502297631671969	42.69408740359897	0.0	0.0	categorical	0.07155604593712898	cramers_v		0.1285738204868306	0.12996681962536613	0.12715665680938124	0.12850203750767894
categorical::umap__metric-canberra__nn-15__mindist-1::DFI	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	DFI	ok	242	2	2.0	fisher_exact	1.7468354430379747	2.757589655004224	1.0	0.12493317353765736	0.08529836498115077	1.7468354430379747	18.123966942148762	0.0	0.0	categorical	0.08529836498115077	cramers_v		0.1568443599696287	0.15836005730215313	0.15495403894017193	0.1564281871768955
categorical::umap__metric-canberra__nn-15__mindist-1::PFI	UMAP	umap	umap__metric-canberra__nn-15__mindist-1	metric=canberra, n_neighbors=15, min_dist=1	False	2	canberra		15.0	1.0		sensitivity	PFI	ok	412	2	2.0	fisher_exact	1.51417004048583	3.8502781003492803	1.0	0.056323619529673664	0.08324124161288254	1.51417004048583	58.75242718446602	0.0	0.0	categorical	0.08324124161288254	cramers_v		0.08281695582549863	0.08415149479137013	0.08228612605573275	0.0835998377924716
categorical::umap__metric-canberra__nn-30__mindist-0::center_code	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	center_code	ok	412	2	2.0	fisher_exact	0.7399701591511937	2.28636380437396	1.0	0.13743229950230199	0.05589219539880615	0.7399701591511937	86.61407766990291	0.0	0.0	categorical	0.05589219539880615	cramers_v		0.17002576026040078	0.17145019541871337	0.16785123203545482	0.1692209879089214
categorical::umap__metric-canberra__nn-30__mindist-0::gender	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	gender	ok	412	2	2.0	fisher_exact	1.0126635269492412	0.003695031762224912	1.0	1.0	0.0	1.0126635269492412	65.29368932038835	0.0	0.0	categorical	0.0	cramers_v		1.0	1.0	1.0	1.0
categorical::umap__metric-canberra__nn-30__mindist-0::race	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	race	ok	358	2	4.0	permutation_chi_square_5000	7.808087955269354	7.808087955269354	3.0	0.03479304139172166	0.11595085230775219		0.46368715083798884	2.0	0.25	categorical	0.11595085230775219	cramers_v		0.058154083469020484	0.0587132573485303	0.05801361466837068	0.05851181307681457
categorical::umap__metric-canberra__nn-30__mindist-0::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	ajcc_pathologic_tumor_stage	ok	388	2	11.0	permutation_chi_square_5000	18.788934682764044	18.788934682764044	10.0	0.03519296140771846	0.1504785939485216		0.8711340206185567	4.0	0.18181818181818182	categorical	0.1504785939485216	cramers_v		0.05834622549174376	0.05886256377043176	0.058174571982155296	0.05862733335685804
categorical::umap__metric-canberra__nn-30__mindist-0::histological_type	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	histological_type	ok	410	2	7.0	chi_square	40.73501062896505	40.73501062896505	6.0	3.26537187510917e-07	0.2913611436695898		3.107317073170732	2.0	0.14285714285714285	categorical	0.2913611436695898	cramers_v		1.5549833180087307e-05	1.4353692166234435e-05	1.541916231302775e-05	1.4233072904333306e-05
categorical::umap__metric-canberra__nn-30__mindist-0::histological_grade	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	histological_grade	ok	412	2	4.0	chi_square	20.480748579729653	20.480748579729653	3.0	0.0001349299378597335	0.20619099614207145		3.9975728155339807	1.0	0.125	categorical	0.20619099614207145	cramers_v		0.0014753805995557645	0.0013868785875852353	0.0014890225838327478	0.0013879577025771317
categorical::umap__metric-canberra__nn-30__mindist-0::tumor_status	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	tumor_status	ok	369	2	2.0	fisher_exact	1.5922107674684993	4.564277573133824	1.0	0.038489813542059916	0.09837796569409002	1.5922107674684993	60.19241192411924	0.0	0.0	categorical	0.09837796569409002	cramers_v		0.06228997178776372	0.06284270259655374	0.06193598213817621	0.06243917853584159
categorical::umap__metric-canberra__nn-30__mindist-0::vital_status	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	vital_status	ok	411	2	2.0	fisher_exact	1.66	6.185478129802286	1.0	0.014536444537191282	0.11243502122001664	1.66	70.7956204379562	0.0	0.0	categorical	0.11243502122001664	cramers_v		0.03174759486922576	0.03194637229685061	0.03185557988578775	0.03196212028674356
categorical::umap__metric-canberra__nn-30__mindist-0::OS	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	OS	ok	412	2	2.0	fisher_exact	1.670921052631579	6.354231342353232	1.0	0.014431852939769136	0.11411171730461658	1.670921052631579	70.62378640776699	0.0	0.0	categorical	0.11411171730461658	cramers_v		0.031603442667569315	0.031808981989695236	0.03171699485616884	0.03183100274565903
categorical::umap__metric-canberra__nn-30__mindist-0::DSS	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	DSS	ok	389	2	2.0	fisher_exact	1.5446236559139785	3.410517843472756	1.0	0.07620336330101987	0.07877863607838706	1.5446236559139785	43.18766066838046	0.0	0.0	categorical	0.07877863607838706	cramers_v		0.10419124297752133	0.10531945640872217	0.10326498171710644	0.10435586308921097
categorical::umap__metric-canberra__nn-30__mindist-0::DFI	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	DFI	ok	242	2	2.0	fisher_exact	1.710625	2.553658027659638	1.0	0.12701115775652755	0.0801848313211477	1.710625	18.301652892561982	0.0	0.0	categorical	0.0801848313211477	cramers_v		0.15832897747731517	0.1597677791413225	0.15636847190891914	0.15776122752916052
categorical::umap__metric-canberra__nn-30__mindist-0::PFI	UMAP	umap	umap__metric-canberra__nn-30__mindist-0	metric=canberra, n_neighbors=30, min_dist=0	False	2	canberra		30.0	0.0		sensitivity	PFI	ok	412	2	2.0	fisher_exact	1.632251720747296	5.367509547319292	1.0	0.025797043684821205	0.10305671670190948	1.632251720747296	59.0752427184466	0.0	0.0	categorical	0.10305671670190948	cramers_v		0.04747815455700802	0.04780040447481576	0.04744923862411958	0.047687485453925364
categorical::umap__metric-canberra__nn-30__mindist-0p1::center_code	UMAP	umap	umap__metric-canberra__nn-30__mindist-0p1	metric=canberra, n_neighbors=30, min_dist=0.1	False	2	canberra		30.0	0.1		sensitivity	center_code	ok	412	2	2.0	fisher_exact	1.3805309734513274	2.6165543692933033	1.0	0.11272364982181099	0.06266837824717404	1.3805309734513274	86.14077669902913	0.0	0.0	categorical	0.06266837824717404	cramers_v		0.14402600499853851	0.1454250499407664	0.14220236745613327	0.14354018718316938
categorical::umap__metric-canberra__nn-30__mindist-0p1::gender	UMAP	umap	umap__metric-canberra__nn-30__mindist-0p1	metric=canberra, n_neighbors=30, min_dist=0.1	False	2	canberra		30.0	0.1		sensitivity	gender	ok	412	2	2.0	fisher_exact	0.9605881151725546	0.03764518126842586	1.0	0.917563920833171	0.0	0.9605881151725546	64.9368932038835	0.0	0.0	categorical	0.0	cramers_v		0.9319490687652432	0.93310533311855	0.9328895408623888	0.9341267948953629
categorical::umap__metric-canberra__nn-30__mindist-0p1::race	UMAP	umap	umap__metric-canberra__nn-30__mindist-0p1	metric=canberra, n_neighbors=30, min_dist=0.1	False	2	canberra		30.0	0.1		sensitivity	race	ok	358	2	4.0	permutation_chi_square_5000	6.990222322468055	6.990222322468055	3.0	0.04859028194361128	0.10561080450172777		0.4553072625698324	2.0	0.25	categorical	0.10561080450172777	cramers_v		0.07369526094781044	0.07466311615725635	0.07307597304068598	0.07398262283027265
categorical::umap__metric-canberra__nn-30__mindist-0p1::ajcc_pathologic_tumor_stage	UMAP	umap	umap__metric-canberra__nn-30__mindist-0p1	metric=canberra, n_neighbors=30, min_dist=0.1	False	2	canberra		30.0	0.1		sensitivity	ajcc_pathologic_tumor_stage	ok	388	2	11.0	permutation_chi_square_5000	20.64338840997967	20.64338840997967	10.0	0.019396120775844832	0.16563728242208978		0.865979381443299	4.0	0.18181818181818182	categorical	0.16563728242208978	cramers_v		0.03836458366483893	0.03847273996192063	0.038330143674606486	0.03833835669017851
categorical::umap__metric-canberra__nn-30__mindist-0p1::histological_type	UMAP	umap	umap__metric-canberra__nn-30__mindist-0p1	metric=canberra, n_neighbors=30, min_dist=0.1	False	2	canberra		30.0	0.1		sensitivity	histological_type	ok	410	2	7.0	chi_square	45.12370076507981	45.12370076507981	6.0	4.422656926762975e-08	0.30922754391788826		3.0902439024390245	2.0	0.14285714285714285	categorical	0.30922754391788826	cramers_v		6.03692670503146e-06	5.572547727721349e-06	5.6536297713786695e-06	5.218735173580311e-06
categorical::umap__metric-canberra__nn-30__mindist-0p1::histological_grade	UMAP	umap	umap__metric-canberra__nn-30__mindist-0p1	metric=canberra, n_neighbors=30, min_dist=0.1	False	2	canberra		30.0	0.1		sensitivity	histological_grade	ok	412	2	4.0	chi_square	17.990745462243048	17.990745462243048	3.0	0.00044178696687670994	0.1909353012903623		3.9757281553398056	1.0	0.125	categorical	0.1909353012903623	cramers_v		0.0028716152846986146	0.0026934753786999415	0.002896159005080654	0.002696423901281988
categorical::umap__metric-canberra__nn-30__mindist-0p1::tumor_status	UMAP	umap	umap__metric-canberra__nn-30__mindist-0p1	metric=canberra, n_neighbors=30, min_dist=0.1	False	2	canberra		30.0	0.1		sensitivity	tumor_status	ok	369	2	2.0	fisher_exact	0.6171428571428571	4.911161950703549	1.0	0.029550857855259825	0.1030575163968869	0.6171428571428571	59.8319783197832	0.0	0.0	categorical	0.1030575163968869	cramers_v		0.0523231869051393	0.0528121886519163	0.05211933033278161	0.052527212093355015
