gene_column	gene_symbol	entrez_id	annotated	complete_in_primary_tumors	total_expression	passes_total_expression	log2_variance	retained_for_expression	retained_for_dimred
?|100130426	?	100130426	False	False		False		False	False
?|100133144	?	100133144	False	False		False		False	False
?|100134869	?	100134869	False	False		False		False	False
?|10357	?	10357	False	False		False		False	False
?|10431	?	10431	False	False		False		False	False
?|136542	?	136542	False	False		False		False	False
?|155060	?	155060	False	False		False		False	False
?|26823	?	26823	False	False		False		False	False
?|280660	?	280660	False	False		False		False	False
?|317712	?	317712	False	False		False		False	False
?|340602	?	340602	False	False		False		False	False
?|388795	?	388795	False	False		False		False	False
?|390284	?	390284	False	False		False		False	False
?|391343	?	391343	False	False		False		False	False
?|391714	?	391714	False	False		False		False	False
?|404770	?	404770	False	False		False		False	False
?|441362	?	441362	False	False		False		False	False
?|442388	?	442388	False	False		False		False	False
?|553137	?	553137	False	False		False		False	False
?|57714	?	57714	False	False		False		False	False
?|645851	?	645851	False	False		False		False	False
?|652919	?	652919	False	False		False		False	False
?|653553	?	653553	False	False		False		False	False
?|728045	?	728045	False	False		False		False	False
?|728603	?	728603	False	False		False		False	False
?|728788	?	728788	False	False		False		False	False
?|729884	?	729884	False	False		False		False	False
?|8225	?	8225	False	False		False		False	False
?|90288	?	90288	False	False		False		False	False
A1BG|1	A1BG	1	True	True	18911.67221477939	True	1.1118536199000846	True	True
A1CF|29974	A1CF	29974	True	False		False		False	False
A2BP1|54715	A2BP1	54715	True	False		False		False	False
A2LD1|87769	A2LD1	87769	True	True	53875.62376184396	True	0.8407602155285493	True	True
A2M|2	A2M	2	True	True	6583775.602676547	True	1.3713966331703866	True	True
A2ML1|144568	A2ML1	144568	True	True	241898.890002048	True	9.265228286239475	True	True
A4GALT|53947	A4GALT	53947	True	True	130222.65162455871	True	1.417276863130575	True	True
A4GNT|51146	A4GNT	51146	True	True	49267.07769863722	True	9.85849282063297	True	True
AAA1|404744	AAA1	404744	True	False		False		False	False
AAAS|8086	AAAS	8086	True	True	281112.6944989171	True	0.2212923866398492	True	False
AACS|65985	AACS	65985	True	True	388456.6629798045	True	0.4681317953943871	True	False
AACSL|729522	AACSL	729522	True	False		False		False	False
AADAC|13	AADAC	13	True	False		False		False	False
AADACL2|344752	AADACL2	344752	True	False		False		False	False
AADACL3|126767	AADACL3	126767	True	False		False		False	False
AADACL4|343066	AADACL4	343066	True	False		False		False	False
AADAT|51166	AADAT	51166	True	True	36894.72984255153	True	2.134428905169547	True	True
AAGAB|79719	AAGAB	79719	True	True	550205.9906883119	True	0.2264961102674621	True	False
AAK1|22848	AAK1	22848	True	True	374183.70488535124	True	0.31191418737187554	True	False
AAMP|14	AAMP	14	True	True	1111295.6882393481	True	0.23540253277408316	True	False
AANAT|15	AANAT	15	True	True	329.5979654417374	True	0.5453747142860029	True	False
AARS|16	AARS	16	True	True	1274369.9522776809	True	0.32646049368929875	True	False
AARS2|57505	AARS2	57505	True	True	240426.08932202664	True	0.40961550922497586	True	False
AARSD1|80755	AARSD1	80755	True	True	205812.03890124208	True	0.2590546577417905	True	False
AASDH|132949	AASDH	132949	True	True	92323.31863066423	True	0.24247075625713307	True	False
AASDHPPT|60496	AASDHPPT	60496	True	True	322496.89252826554	True	0.22385156059805114	True	False
AASS|10157	AASS	10157	True	True	86905.46284491016	True	1.4390695565292426	True	True
AATF|26574	AATF	26574	True	True	745254.7617272721	True	0.3533788193078975	True	False
AATK|9625	AATK	9625	True	True	147359.29029380757	True	2.5593457243922537	True	True
ABAT|18	ABAT	18	True	True	194255.2275054914	True	1.7775418961530174	True	True
ABCA10|10349	ABCA10	10349	True	True	17336.19082355871	True	2.7373520622974996	True	True
ABCA1|19	ABCA1	19	True	True	436796.27507428324	True	0.9840709905742768	True	True
ABCA11P|79963	ABCA11P	79963	True	True	43177.59297496122	True	0.657939029178674	True	False
ABCA12|26154	ABCA12	26154	True	True	56388.6424131932	True	8.349948764980011	True	True
ABCA13|154664	ABCA13	154664	True	True	30321.945791398935	True	5.1868413197800045	True	True
ABCA17P|650655	ABCA17P	650655	True	True	4693.607545712372	True	2.7553702278561345	True	True
ABCA2|20	ABCA2	20	True	True	566097.2652324147	True	0.7274516016757013	True	True
ABCA3|21	ABCA3	21	True	True	157854.14696109493	True	2.9399330876591763	True	True
ABCA4|24	ABCA4	24	True	False		False		False	False
ABCA5|23461	ABCA5	23461	True	True	158096.70605960148	True	1.0719519292281467	True	True
ABCA6|23460	ABCA6	23460	True	True	54097.93401301256	True	3.78151219701777	True	True
ABCA7|10347	ABCA7	10347	True	True	194347.0287510918	True	0.8083950701895755	True	True
ABCA8|10351	ABCA8	10351	True	True	77608.9277494169	True	7.386522768565804	True	True
ABCA9|10350	ABCA9	10350	True	True	32048.679177319358	True	4.160526525550614	True	True
ABCB10|23456	ABCB10	23456	True	True	262881.09512194776	True	0.31743268919590284	True	False
ABCB11|8647	ABCB11	8647	True	True	2071.2685797437152	True	1.880162656790548	True	True
ABCB1|5243	ABCB1	5243	True	True	89567.43084023755	True	2.5306042582890624	True	True
ABCB4|5244	ABCB4	5244	True	True	17916.64416675899	True	2.151446413789362	True	True
ABCB5|340273	ABCB5	340273	True	True	2046.266040648914	True	2.255446311480501	True	True
ABCB6|10058	ABCB6	10058	True	True	253542.7882134683	True	0.909326241519823	True	True
ABCB7|22	ABCB7	22	True	True	207361.67904687533	True	0.2380983139371929	True	False
ABCB8|11194	ABCB8	11194	True	True	280198.53909062216	True	0.2953009239864972	True	False
ABCB9|23457	ABCB9	23457	True	True	51101.50130342486	True	0.7397441341883653	True	True
ABCC10|89845	ABCC10	89845	True	True	280150.9336556888	True	0.36579335212818476	True	False
ABCC11|85320	ABCC11	85320	True	True	2194.2160237761163	True	1.6990646709595696	True	True
ABCC12|94160	ABCC12	94160	True	False		False		False	False
ABCC13|150000	ABCC13	150000	True	True	2753.801181536178	True	2.9577746614643923	True	True
ABCC1|4363	ABCC1	4363	True	True	804973.4192686216	True	0.45557261709732544	True	False
ABCC2|1244	ABCC2	1244	True	True	66299.49152078066	True	6.70047560416033	True	True
ABCC3|8714	ABCC3	8714	True	True	1457731.222655422	True	1.8890982022069462	True	True
ABCC4|10257	ABCC4	10257	True	True	249955.0939783839	True	1.274669443638803	True	True
ABCC5|10057	ABCC5	10057	True	True	328193.9318124653	True	0.6243055553800188	True	False
ABCC6|368	ABCC6	368	True	True	73902.8099870288	True	2.928600406604846	True	True
ABCC6P1|653190	ABCC6P1	653190	True	True	16400.806233776377	True	3.664402640764746	True	True
ABCC6P2|730013	ABCC6P2	730013	True	True	20999.723902915895	True	2.3073388918004296	True	True
ABCC8|6833	ABCC8	6833	True	False		False		False	False
ABCC9|10060	ABCC9	10060	True	True	222371.6047739712	True	3.068441393742712	True	True
ABCD1|215	ABCD1	215	True	True	253162.384120611	True	0.7571450256909057	True	True
ABCD2|225	ABCD2	225	True	True	17052.130160785877	True	2.6056550563969543	True	True
ABCD3|5825	ABCD3	5825	True	True	695252.9095796833	True	0.3369427409077614	True	False
ABCD4|5826	ABCD4	5826	True	True	251321.03898486853	True	0.18461558957081556	True	False
ABCE1|6059	ABCE1	6059	True	True	817034.2959477159	True	0.32704330660383085	True	False
ABCF1|23	ABCF1	23	True	True	911160.3702410883	True	0.21352595174286323	True	False
ABCF2|10061	ABCF2	10061	True	True	559916.3622081293	True	0.21627911082321905	True	False
ABCF3|55324	ABCF3	55324	True	True	402211.80420520727	True	0.18196616448939004	True	False
ABCG1|9619	ABCG1	9619	True	True	226085.87149146752	True	0.9154522092672562	True	True
ABCG2|9429	ABCG2	9429	True	True	71229.08385250028	True	2.9437740885598638	True	True
ABCG4|64137	ABCG4	64137	True	False		False		False	False
ABCG5|64240	ABCG5	64240	True	True	13417.972691934656	True	3.8155296228097404	True	True
ABCG8|64241	ABCG8	64241	True	True	11704.809806936812	True	5.636086002868807	True	True
ABHD10|55347	ABHD10	55347	True	True	268202.74958522135	True	0.24310944677049434	True	False
ABHD11|83451	ABHD11	83451	True	True	489485.7882462139	True	0.8727315738944371	True	True
ABHD12|26090	ABHD12	26090	True	True	651827.7857744659	True	0.37480465254672574	True	False
ABHD12B|145447	ABHD12B	145447	True	True	5798.828217091277	True	3.6741529679926743	True	True
ABHD13|84945	ABHD13	84945	True	True	287293.75581669493	True	0.21980897599690638	True	False
ABHD14A|25864	ABHD14A	25864	True	True	95254.74816938429	True	0.5244451027880647	True	False
ABHD14B|84836	ABHD14B	84836	True	True	625035.9428795427	True	0.42977620570094344	True	False
ABHD15|116236	ABHD15	116236	True	True	172122.78275680303	True	0.3476147965315162	True	False
ABHD1|84696	ABHD1	84696	True	True	3112.64392651927	True	1.8668710678490024	True	True
ABHD2|11057	ABHD2	11057	True	True	3654319.9671993973	True	1.0285915965085097	True	True
ABHD3|171586	ABHD3	171586	True	True	410289.53544667526	True	0.6364694912326078	True	False
ABHD4|63874	ABHD4	63874	True	True	325182.50007927977	True	0.4424180398771649	True	False
ABHD5|51099	ABHD5	51099	True	True	221904.86290310707	True	0.26894797239637025	True	False
ABHD6|57406	ABHD6	57406	True	True	103619.65330764979	True	0.4021886983662229	True	False
ABHD8|79575	ABHD8	79575	True	True	60533.52631159854	True	1.0435137376835482	True	True
ABI1|10006	ABI1	10006	True	True	786026.7106352346	True	0.15646778772547465	True	False
ABI2|10152	ABI2	10152	True	True	405373.06762102596	True	0.34179825230529143	True	False
ABI3|51225	ABI3	51225	True	True	129310.44377179774	True	0.9527199564951762	True	True
ABI3BP|25890	ABI3BP	25890	True	True	318793.6879395039	True	4.952560198454183	True	True
ABL1|25	ABL1	25	True	True	966677.2752391676	True	0.34538190144750053	True	False
ABL2|27	ABL2	27	True	True	316051.3005598637	True	0.28793908212293134	True	False
ABLIM1|3983	ABLIM1	3983	True	True	1899916.3341271474	True	0.7634244324967062	True	True
ABLIM2|84448	ABLIM2	84448	True	True	77520.6325150818	True	2.0882650886975744	True	True
ABLIM3|22885	ABLIM3	22885	True	True	148787.32603056636	True	1.8069604046852634	True	True
ABO|28	ABO	28	True	True	105232.55829081268	True	4.218607375555435	True	True
ABP1|26	ABP1	26	True	True	992029.0310547284	True	3.849838605777252	True	True
ABR|29	ABR	29	True	True	1158340.6502127615	True	0.28187730493725205	True	False
ABRA|137735	ABRA	137735	True	True	1637.657296214761	True	1.5667757434177996	True	True
ABT1|29777	ABT1	29777	True	True	286306.4436827901	True	0.20906228286440445	True	False
ABTB1|80325	ABTB1	80325	True	True	238773.21149347007	True	0.6254791497600011	True	False
ABTB2|25841	ABTB2	25841	True	True	147167.54232632866	True	0.7287700111656882	True	True
ACAA1|30	ACAA1	30	True	True	469886.2399247105	True	0.2965147342202403	True	False
ACAA2|10449	ACAA2	10449	True	True	935707.9706501542	True	1.014333897299435	True	True
ACACA|31	ACACA	31	True	True	631784.2476036883	True	0.44540922521336695	True	False
ACACB|32	ACACB	32	True	True	222738.5700325622	True	1.6269199927724274	True	True
ACAD10|80724	ACAD10	80724	True	True	220940.37698080612	True	0.24148127860357774	True	False
ACAD11|84129	ACAD11	84129	True	True	116910.63369769973	True	0.5431211507172576	True	False
ACAD8|27034	ACAD8	27034	True	True	177535.95510405992	True	0.21467461873146268	True	False
ACAD9|28976	ACAD9	28976	True	True	335738.3911479646	True	0.14111757121691512	True	False
ACADL|33	ACADL	33	True	False		False		False	False
ACADM|34	ACADM	34	True	True	394287.1593495527	True	0.49349785417304143	True	False
ACADS|35	ACADS	35	True	True	274561.4228218318	True	0.7562234475061042	True	True
ACADSB|36	ACADSB	36	True	True	261750.5804042059	True	0.5752211751037506	True	False
ACADVL|37	ACADVL	37	True	True	1843315.253947161	True	0.28096415087223686	True	False
ACAN|176	ACAN	176	True	True	98333.51646039399	True	2.348050753446289	True	True
ACAP1|9744	ACAP1	9744	True	True	80286.10393571507	True	2.080897547280555	True	True
ACAP2|23527	ACAP2	23527	True	True	628157.7277284493	True	0.24013047605441995	True	False
ACAP3|116983	ACAP3	116983	True	True	257015.10728224472	True	0.391483868274964	True	False
ACAT1|38	ACAT1	38	True	True	423110.91767088015	True	0.45292148507003605	True	False
ACAT2|39	ACAT2	39	True	True	282723.53817597503	True	0.728368608411938	True	True
ACBD3|64746	ACBD3	64746	True	True	847601.9677848865	True	0.22793154028236262	True	False
ACBD4|79777	ACBD4	79777	True	True	82338.97434951639	True	0.39270360954145145	True	False
ACBD5|91452	ACBD5	91452	True	True	600002.1924100951	True	0.4823125256745916	True	False
ACBD6|84320	ACBD6	84320	True	True	171574.2051425295	True	0.23964030062633015	True	False
ACBD7|414149	ACBD7	414149	True	True	39737.61570448203	True	2.2374885596837566	True	True
ACCN1|40	ACCN1	40	True	False		False		False	False
ACCN2|41	ACCN2	41	True	True	71442.94506094154	True	2.2709892306926953	True	True
ACCN3|9311	ACCN3	9311	True	True	4904.330327753734	True	1.6433649622976432	True	True
ACCN4|55515	ACCN4	55515	True	True	1184.1389910746611	True	1.0463866119589875	True	True
ACCN5|51802	ACCN5	51802	True	False		False		False	False
ACCS|84680	ACCS	84680	True	True	72324.27194982435	True	0.8137433863424192	True	True
ACCSL|390110	ACCSL	390110	True	False		False		False	False
ACD|65057	ACD	65057	True	True	142900.90245484433	True	0.34438926530386915	True	False
ACE|1636	ACE	1636	True	True	361378.996270496	True	0.8844121355870326	True	True
ACE2|59272	ACE2	59272	True	True	154024.1625330507	True	7.599487646507898	True	True
ACER1|125981	ACER1	125981	True	True	1292.7255984317076	True	1.0815453860568947	True	True
ACER2|340485	ACER2	340485	True	True	101387.9066129333	True	2.4001939905124745	True	True
ACER3|55331	ACER3	55331	True	True	243951.98819935418	True	0.31292962234426003	True	False
ACHE|43	ACHE	43	True	True	163244.9539368308	True	4.7891494308652245	True	True
ACIN1|22985	ACIN1	22985	True	True	1239452.8715753816	True	0.1108216062349108	True	False
ACLY|47	ACLY	47	True	True	1834641.4792334798	True	0.40550781311007406	True	False
ACMSD|130013	ACMSD	130013	True	False		False		False	False
ACN9|57001	ACN9	57001	True	True	128061.56251324038	True	1.0144953377955406	True	True
ACO1|48	ACO1	48	True	True	609061.543021979	True	0.4460834894242654	True	False
ACO2|50	ACO2	50	True	True	1377370.5794818215	True	0.26110835624973894	True	False
ACOT11|26027	ACOT11	26027	True	True	175648.49088156954	True	1.0827306231691882	True	True
ACOT12|134526	ACOT12	134526	True	False		False		False	False
ACOT13|55856	ACOT13	55856	True	True	262110.39483739244	True	0.33228685808077846	True	False
ACOT1|641371	ACOT1	641371	True	True	154433.85182937759	True	2.7287491795886805	True	True
ACOT2|10965	ACOT2	10965	True	True	113885.71159218781	True	0.6229408369985147	True	False
ACOT4|122970	ACOT4	122970	True	True	33954.67018180805	True	1.3325544213851566	True	True
ACOT6|641372	ACOT6	641372	True	True	1061.351178868736	True	0.7349736532264008	True	True
ACOT7|11332	ACOT7	11332	True	True	536346.02148298	True	0.5463126767817417	True	False
ACOT8|10005	ACOT8	10005	True	True	191312.74578366205	True	0.3749091763142311	True	False
ACOT9|23597	ACOT9	23597	True	True	303313.67698086513	True	0.3172202116909206	True	False
ACOX1|51	ACOX1	51	True	True	981116.3727668688	True	0.3973751949110835	True	False
ACOX2|8309	ACOX2	8309	True	True	44026.89152823869	True	2.8079324089676265	True	True
ACOX3|8310	ACOX3	8310	True	True	160973.32978754086	True	0.3060947427594667	True	False
ACOXL|55289	ACOXL	55289	True	True	3149.74141658517	True	2.1037998807156186	True	True
ACP1|52	ACP1	52	True	True	746513.7229307349	True	0.22707615441421447	True	False
ACP2|53	ACP2	53	True	True	463505.33965715574	True	0.22315413333849748	True	False
ACP5|54	ACP5	54	True	True	518873.538857986	True	1.1536844644876778	True	True
ACP6|51205	ACP6	51205	True	True	152824.84009253228	True	0.5115752968432696	True	False
ACPL2|92370	ACPL2	92370	True	True	176723.93575748132	True	0.7117606960737649	True	True
ACPP|55	ACPP	55	True	True	80910.0790122501	True	3.3438180117413423	True	True
ACPT|93650	ACPT	93650	True	True	141.0426147588723	False		False	False
ACR|49	ACR	49	True	True	1027.094102894232	True	1.1135206826803015	True	True
ACRBP|84519	ACRBP	84519	True	True	29436.898781085907	True	1.816009257246205	True	True
ACRC|93953	ACRC	93953	True	True	10382.890948878357	True	1.224440995493532	True	True
ACRV1|56	ACRV1	56	True	True	1318.2801755046466	True	1.0944787375047673	True	True
ACSBG1|23205	ACSBG1	23205	True	True	4522.334549884468	True	1.246597281816224	True	True
ACSBG2|81616	ACSBG2	81616	True	True	547.4013612521967	True	0.6846943987212655	True	False
ACSF2|80221	ACSF2	80221	True	True	172012.6875832322	True	1.121882403501245	True	True
ACSF3|197322	ACSF3	197322	True	True	160739.89198985812	True	0.3426734508763923	True	False
ACSL1|2180	ACSL1	2180	True	True	569590.9555940549	True	0.7262652906320965	True	True
ACSL3|2181	ACSL3	2181	True	True	1059366.7239627445	True	0.31831944920881367	True	False
ACSL4|2182	ACSL4	2182	True	True	850408.6830088288	True	0.5060422625054258	True	False
ACSL5|51703	ACSL5	51703	True	True	1449857.9819881087	True	1.4243477283060324	True	True
ACSL6|23305	ACSL6	23305	True	True	11350.467073432535	True	3.5323893922035565	True	True
ACSM1|116285	ACSM1	116285	True	True	4378.337601092448	True	2.4042322128760913	True	True
ACSM2A|123876	ACSM2A	123876	True	False		False		False	False
ACSM2B|348158	ACSM2B	348158	True	False		False		False	False
ACSM3|6296	ACSM3	6296	True	True	168925.66305850222	True	2.9264404439638234	True	True
ACSM4|341392	ACSM4	341392	True	False		False		False	False
ACSM5|54988	ACSM5	54988	True	True	2763.3996002601834	True	2.0263507270136616	True	True
ACSS1|84532	ACSS1	84532	True	True	692140.9855017089	True	1.1549032680042572	True	True
ACSS2|55902	ACSS2	55902	True	True	719403.8820175619	True	0.784469102582444	True	True
ACSS3|79611	ACSS3	79611	True	True	26262.145551462436	True	3.3560777381170586	True	True
ACTA1|58	ACTA1	58	True	True	3199.2783628711813	True	2.3164761464631938	True	True
ACTA2|59	ACTA2	59	True	True	5201360.311644087	True	2.547686859990219	True	True
ACTB|60	ACTB	60	True	True	50523623.89263113	True	0.3047224319548468	True	False
ACTBL2|345651	ACTBL2	345651	True	False		False		False	False
ACTC1|70	ACTC1	70	True	False		False		False	False
ACTG1|71	ACTG1	71	True	True	32755793.376551118	True	0.29484868602900405	True	False
ACTG2|72	ACTG2	72	True	False		False		False	False
ACTL6A|86	ACTL6A	86	True	True	596866.3915226781	True	0.33811399189967245	True	False
ACTL6B|51412	ACTL6B	51412	True	False		False		False	False
ACTL7A|10881	ACTL7A	10881	True	False		False		False	False
ACTL7B|10880	ACTL7B	10880	True	False		False		False	False
ACTL8|81569	ACTL8	81569	True	True	61022.205336673185	True	8.261929232972356	True	True
ACTL9|284382	ACTL9	284382	True	False		False		False	False
ACTN1|87	ACTN1	87	True	True	3058263.638495194	True	0.771711908034473	True	True
ACTN2|88	ACTN2	88	True	True	29529.730489644284	True	5.846151808651265	True	True
ACTN3|89	ACTN3	89	True	True	2366.9056779173125	True	1.0279101886215103	True	True
ACTN4|81	ACTN4	81	True	True	6857553.124698099	True	0.3647423715441274	True	False
ACTR10|55860	ACTR10	55860	True	True	347951.8321357169	True	0.1463752338625434	True	False
ACTR1A|10121	ACTR1A	10121	True	True	902300.0260087124	True	0.15895693937802416	True	False
ACTR1B|10120	ACTR1B	10120	True	True	508690.1412541424	True	0.20340722844060452	True	False
ACTR2|10097	ACTR2	10097	True	True	3335684.8529762398	True	0.15392347030747072	True	False
ACTR3|10096	ACTR3	10096	True	True	2265972.5426527644	True	0.1351224477461627	True	False
ACTR3B|57180	ACTR3B	57180	True	True	68931.95510264338	True	0.5171851231007222	True	False
ACTR3C|653857	ACTR3C	653857	True	True	28795.034160314302	True	0.8333510776327206	True	True
ACTR5|79913	ACTR5	79913	True	True	141735.92050681077	True	0.3486247800661308	True	False
ACTR6|64431	ACTR6	64431	True	True	194149.62657131086	True	0.29021987544685984	True	False
ACTR8|93973	ACTR8	93973	True	True	168217.83734924532	True	0.17249078948875596	True	False
ACTRT1|139741	ACTRT1	139741	True	False		False		False	False
ACTRT2|140625	ACTRT2	140625	True	False		False		False	False
ACVR1|90	ACVR1	90	True	True	409111.2444371973	True	0.3218433494411875	True	False
ACVR1B|91	ACVR1B	91	True	True	682569.5440740095	True	0.6066766196295964	True	False
ACVR1C|130399	ACVR1C	130399	True	True	38561.94581034254	True	2.333141473715209	True	True
ACVR2A|92	ACVR2A	92	True	True	138569.71099482558	True	0.39392230470372974	True	False
ACVR2B|93	ACVR2B	93	True	True	120212.74200645374	True	0.7452539837928629	True	True
ACVRL1|94	ACVRL1	94	True	True	277996.79522329126	True	0.7224175923984801	True	True
ACY1|95	ACY1	95	True	True	450679.2629455278	True	0.8756331955545189	True	True
ACY3|91703	ACY3	91703	True	True	95098.06730329362	True	2.4166301206043186	True	True
ACYP1|97	ACYP1	97	True	True	62190.252626065485	True	0.8190310504444742	True	True
ACYP2|98	ACYP2	98	True	True	33445.18485031136	True	0.5409189583406957	True	False
ADA|100	ADA	100	True	True	123173.06524464065	True	0.8746539576302583	True	True
ADAD1|132612	ADAD1	132612	True	False		False		False	False
ADAD2|161931	ADAD2	161931	True	False		False		False	False
ADAL|161823	ADAL	161823	True	True	50122.161951088376	True	0.7359568844894416	True	True
ADAM10|102	ADAM10	102	True	True	902719.5360061742	True	0.43487579844759766	True	False
ADAM11|4185	ADAM11	4185	True	True	3804.7236750717498	True	1.6627196657466268	True	True
ADAM12|8038	ADAM12	8038	True	True	164654.62438282158	True	2.94312321468142	True	True
ADAM15|8751	ADAM15	8751	True	True	1193244.5055860635	True	0.466475990987872	True	False
ADAM17|6868	ADAM17	6868	True	True	219304.3227415356	True	0.2539204695972445	True	False
ADAM18|8749	ADAM18	8749	True	False		False		False	False
ADAM19|8728	ADAM19	8728	True	True	328252.94112845394	True	1.0231649828470395	True	True
ADAM20|8748	ADAM20	8748	True	True	436.9566341611809	True	0.6501878002671817	True	False
ADAM21|8747	ADAM21	8747	True	True	1313.9204478486365	True	1.2237976995232323	True	True
ADAM21P1|145241	ADAM21P1	145241	True	True	288.92548176096966	True	0.5017188180853671	True	False
ADAM2|2515	ADAM2	2515	True	False		False		False	False
ADAM22|53616	ADAM22	53616	True	True	17377.32996736971	True	3.4830792887314956	True	True
ADAM23|8745	ADAM23	8745	True	True	23711.880917864106	True	3.460813695846436	True	True
ADAM28|10863	ADAM28	10863	True	True	273633.215864019	True	3.248091894735963	True	True
ADAM29|11086	ADAM29	11086	True	False		False		False	False
ADAM30|11085	ADAM30	11085	True	False		False		False	False
ADAM32|203102	ADAM32	203102	True	True	3206.4325138253844	True	1.722166390331476	True	True
ADAM33|80332	ADAM33	80332	True	True	74000.1241291009	True	5.298434339910037	True	True
ADAM3A|1587	ADAM3A	1587	True	False		False		False	False
ADAM5P|255926	ADAM5P	255926	True	False		False		False	False
ADAM6|8755	ADAM6	8755	True	True	28662772.0191042	True	5.740330573508729	True	True
ADAM7|8756	ADAM7	8756	True	False		False		False	False
ADAM8|101	ADAM8	101	True	True	245920.00342983223	True	1.3920149596451732	True	True
ADAM9|8754	ADAM9	8754	True	True	2384705.419106052	True	0.8913570683853452	True	True
ADAMDEC1|27299	ADAMDEC1	27299	True	True	134892.45613966038	True	2.808127039800969	True	True
ADAMTS10|81794	ADAMTS10	81794	True	True	31664.11499543845	True	1.8758829525299456	True	True
ADAMTS12|81792	ADAMTS12	81792	True	False		False		False	False
ADAMTS13|11093	ADAMTS13	11093	True	True	24056.584369482895	True	1.3418238906484234	True	True
ADAMTS14|140766	ADAMTS14	140766	True	True	95978.5786407516	True	1.4408925691148982	True	True
ADAMTS15|170689	ADAMTS15	170689	True	True	17085.43835430031	True	3.3620784638514687	True	True
ADAMTS16|170690	ADAMTS16	170690	True	True	19005.213254789756	True	3.698372640023663	True	True
ADAMTS17|170691	ADAMTS17	170691	True	True	33580.37076532928	True	3.0424870318277546	True	True
ADAMTS18|170692	ADAMTS18	170692	True	True	17947.732950624675	True	2.929088775883355	True	True
ADAMTS19|171019	ADAMTS19	171019	True	False		False		False	False
ADAMTS1|9510	ADAMTS1	9510	True	True	557904.4534398	True	1.668399490683895	True	True
ADAMTS20|80070	ADAMTS20	80070	True	False		False		False	False
ADAMTS2|9509	ADAMTS2	9509	True	True	211954.62310587073	True	2.3975201304386733	True	True
ADAMTS3|9508	ADAMTS3	9508	True	True	13211.440573183125	True	1.4238913695015258	True	True
ADAMTS4|9507	ADAMTS4	9507	True	True	316891.18200807576	True	1.2766023073850392	True	True
ADAMTS5|11096	ADAMTS5	11096	True	True	104979.89447642621	True	0.9569514878061793	True	True
ADAMTS6|11174	ADAMTS6	11174	True	True	29299.67436119394	True	1.4650262370446785	True	True
ADAMTS7|11173	ADAMTS7	11173	True	True	94928.07479818948	True	0.9617994485341438	True	True
ADAMTS8|11095	ADAMTS8	11095	True	True	60304.125329021335	True	5.45615083580355	True	True
ADAMTS9|56999	ADAMTS9	56999	True	True	188934.35344061523	True	1.1813099628944759	True	True
ADAMTSL1|92949	ADAMTSL1	92949	True	True	52214.92072692363	True	2.272782637822534	True	True
ADAMTSL2|9719	ADAMTSL2	9719	True	True	87106.64299522138	True	1.4522398951383733	True	True
ADAMTSL3|57188	ADAMTSL3	57188	True	True	59812.7092003631	True	3.813370715031109	True	True
ADAMTSL4|54507	ADAMTSL4	54507	True	True	182645.39977141094	True	1.834519031457042	True	True
ADAMTSL5|339366	ADAMTSL5	339366	True	True	56501.1651289396	True	1.8395541205823778	True	True
ADAP1|11033	ADAP1	11033	True	True	617821.9014853426	True	0.8657305787302638	True	True
ADAP2|55803	ADAP2	55803	True	True	98207.64815148688	True	0.8265394906968966	True	True
ADAR|103	ADAR	103	True	True	3229096.2726818225	True	0.21430359909191077	True	False
ADARB1|104	ADARB1	104	True	True	205841.80238912872	True	0.848850224186525	True	True
ADARB2|105	ADARB2	105	True	True	2549.3929921480403	True	2.0323308460813543	True	True
ADAT1|23536	ADAT1	23536	True	True	107059.96757195285	True	0.3790702939763925	True	False
ADAT2|134637	ADAT2	134637	True	True	122459.07994484878	True	0.7590122744591334	True	True
ADAT3|113179	ADAT3	113179	True	True	28715.172138670394	True	0.5349008047559912	True	False
ADC|113451	ADC	113451	True	True	24947.237719410514	True	1.2313697247992106	True	True
ADCK1|57143	ADCK1	57143	True	True	96759.87854197662	True	0.2732966545892823	True	False
ADCK2|90956	ADCK2	90956	True	True	256319.75993924483	True	0.3793156676666091	True	False
ADCK4|79934	ADCK4	79934	True	True	209658.35276584575	True	0.27141810818198153	True	False
ADCK5|203054	ADCK5	203054	True	True	130476.69330133201	True	0.6040774339478616	True	False
ADCY10|55811	ADCY10	55811	True	True	787.0541809065521	True	0.8665459550783342	True	True
ADCY1|107	ADCY1	107	True	True	65069.10644150768	True	2.397938855715932	True	True
ADCY2|108	ADCY2	108	True	True	28798.537275543764	True	4.657614470909073	True	True
ADCY3|109	ADCY3	109	True	True	411181.30260762374	True	0.38527297592074905	True	False
ADCY4|196883	ADCY4	196883	True	True	72570.00910652318	True	0.9781404704435737	True	True
ADCY5|111	ADCY5	111	True	False		False		False	False
ADCY6|112	ADCY6	112	True	True	573744.1682293693	True	0.39501001133348695	True	False
ADCY7|113	ADCY7	113	True	True	338389.7712729565	True	0.6299238531519139	True	False
ADCY8|114	ADCY8	114	True	False		False		False	False
ADCY9|115	ADCY9	115	True	True	317876.71436272876	True	0.6664326374613481	True	False
ADCYAP1|116	ADCYAP1	116	True	True	14274.426803683698	True	4.498242735094415	True	True
ADCYAP1R1|117	ADCYAP1R1	117	True	False		False		False	False
ADD1|118	ADD1	118	True	True	1759237.4679582275	True	0.21636012693512235	True	False
ADD2|119	ADD2	119	True	True	11976.250727684199	True	3.741762693125603	True	True
