method	method_key	configuration_id	configuration_label	is_primary	source_file	metric	perplexity	n_neighbors	min_dist	pre_pca_components	k	silhouette	calinski_harabasz	davies_bouldin	inertia	min_cluster_size	max_cluster_size	cluster_size_ratio
t-SNE	tsne	tsne__metric-cosine__perplexity-50	metric=cosine, perplexity=50	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	cosine	50.0				9	0.37886125325818193	530.0047402923979	0.8193478471961472	2198.3411045224125	28	63	0.4444444444444444
t-SNE	tsne	tsne__metric-cosine__perplexity-50	metric=cosine, perplexity=50	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	cosine	50.0				10	0.3835815510508004	532.4250251771685	0.8012462207958151	1960.3381272512213	29	62	0.46774193548387094
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				2	0.37929094544677344	287.1746247498259	1.0929986333317798	345582.762024594	187	225	0.8311111111111111
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				3	0.4077424370380811	366.7738317637635	0.8202726387387766	210357.8714681145	128	151	0.847682119205298
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				4	0.43542198108413577	431.1081362813735	0.758707733961135	140923.3038803116	73	125	0.584
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				5	0.41113226060998537	428.5993649436465	0.8151994804869032	112741.06965696014	66	104	0.6346153846153846
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				6	0.4207162199132782	440.7190458793911	0.7942667668665937	91424.51603641664	55	84	0.6547619047619048
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				7	0.44695015134756777	469.3403680145939	0.7279370161945468	73887.0612800433	40	84	0.47619047619047616
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				8	0.43872325949144875	486.04635351794377	0.7644837849101884	62371.378665487144	40	65	0.6153846153846154
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				9	0.44046641961403565	503.4403931205216	0.7895140401174738	53451.49082806868	23	57	0.40350877192982454
t-SNE	tsne	tsne__metric-correlation__perplexity-5	metric=correlation, perplexity=5	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	5.0				10	0.43814021461362623	507.90414681434066	0.7544309643943479	47501.288241017166	23	56	0.4107142857142857
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				2	0.45390749934741087	489.33970626284787	0.8485667232904184	110166.61575708585	190	222	0.8558558558558559
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				3	0.40580761581878655	418.5896399572722	0.9064111013514347	79310.86779543916	103	165	0.6242424242424243
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				4	0.4151843704018723	485.15465921549315	0.8330379358863976	52908.94246692588	89	119	0.7478991596638656
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				5	0.41787223286651715	489.3110158889993	0.7606715515930464	41599.87463321607	53	102	0.5196078431372549
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				6	0.42537394610266055	504.61793899903677	0.7512744636353464	33495.25454193527	47	101	0.46534653465346537
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				7	0.4148030460303702	510.6253513681331	0.8012382397159301	28214.455839085433	47	96	0.4895833333333333
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				8	0.38603478145577014	505.672375357588	0.8530269644873447	24755.213979841843	43	63	0.6825396825396826
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				9	0.3942299845490488	509.94035383197723	0.8559290772412768	21725.63384068261	25	60	0.4166666666666667
t-SNE	tsne	tsne__metric-correlation__perplexity-15	metric=correlation, perplexity=15	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	15.0				10	0.3945694716899891	517.5616918831466	0.8039413845977705	19198.209032924657	20	53	0.37735849056603776
t-SNE	tsne	tsne__metric-correlation__perplexity-30	metric=correlation, perplexity=30	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	30.0				2	0.4622014422593508	502.16739989213306	0.8202712138027356	36305.19757633171	182	230	0.7913043478260869
t-SNE	tsne	tsne__metric-correlation__perplexity-30	metric=correlation, perplexity=30	False	analysis/tsne/tsne_sensitivity_scores.tsv.gz	correlation	30.0				3	0.44639760976466875	495.0715601638997	0.7987363650835576	23611.34143132133	89	170	0.5235294117647059
